,nickname,text,score,like,dislike,time,watch_movie
170,swim****,뒤늦게 영화를 봤어요~잔잔하고 감동이 있는 영화 입니다이순재님의 연기는 언제나 존경스럽습니다건강하게 오래오래 연기하주세요~너무 감사한 맘으로 영화를 보았습니다~~좋은영화 감사합니다,10,0,0,2020-05-06 11:20:00,0
171,kth(kthr****),너무 가슴 따뜻하면서도 슬픈 영화입니다.이런 영화 볼수있음에 감사드립니다.,10,0,0,2020-05-04 03:09:00,0
172,jonghong(milk****),,10,0,0,2020-03-28 22:47:00,0
173,브라우니(kamj****),가슴 먹먹하게 너무 많이 울었네요. 그대를 사랑합니다...,10,0,0,2020-03-26 04:32:00,0
174,네모네모(100q****),인생의 끝자락에 대해 생각해 보는 시간.,5,0,0,2020-02-16 00:35:00,0
175,청소년군대(paul****),너무 좋은 영화에요,10,0,0,2020-01-06 17:08:00,0
176,sc ahn(asc9****),감동적이었습니다. 눈물이 많이 나네요.,10,0,0,2020-01-05 20:51:00,0
177,미니미(lloo****),생각나서  또봤는데 봐도봐도  눈물이ㅜㅜ 가슴이 먹먹하네요,10,0,0,2019-08-13 07:26:00,0
178,서디귿(phea****),가슴이 따뜻해지고 먹먹해진다.,7,0,0,2019-07-04 00:09:00,0
179,SQUARE IDIOT(yujs****),"12.01.12.담담하고도, 가슴 속에 사무치는, 자극적 매체에만 젖어있던 내게 순수한 눈물을 흘리게 해준.",9,0,0,2019-07-02 22:04:00,0
180,항해하는중(ozmm****),꼭 봐야할 영화....,10,0,0,2019-06-21 04:06:00,0
181,안유진(kmo7****),kioluikjhfg,1,0,0,2019-05-28 00:22:00,0
182,찬s(8627****),장현호라는 친구 때문에 눈물을 흘릴 수 가 없네요,10,0,0,2018-07-16 14:30:00,0
183,이승재(luck****),이순재배우님 존경합니다,10,0,0,2018-07-07 08:42:00,0
184,렌(mani****),정말 아름답다. 아름다움 그 자체다.,10,0,0,2018-07-03 02:03:00,0
185,별의조각(joe1****),아...가슴시린 황혼의 로맨스..나도 늙어서도 그대를 사랑합니다.,9,0,0,2018-07-01 21:10:00,0
186,고진감래(rhwl****),가슴 따듯해지는 영화이네요. 이순재 할어버지 이렇게 멋있어도 됩니까? 송지효도 이쁘고요 .ㅎㅎ,10,0,0,2018-06-30 21:43:00,0
187,이셈이(fang****),두번 세번봐도 너무 좋은 영화네요~얼마나 울었는지,10,0,0,2018-06-18 17:03:00,0
188,분홍늑대(jeun****),따뜻한 감동이 있는 영화,10,0,0,2018-06-05 15:11:00,0
189,여자사람(kara****),슬프지만 슬프지않은 이야기,10,0,0,2018-05-30 15:43:00,0
190,kten****,원작을 능가하는 최고의 한국영화,10,0,0,2018-05-13 19:59:00,0
191,L1ONEL(ekzm****),이 영화를 모르다가 오늘에야 처음 봤는데 20OOO에 본 영화중 최고였습니다. 꼭 두커플 다음생에도 다시 만나면 좋겠습니다.,10,0,0,2018-05-11 18:34:00,0
192,용타(yong****),인생말년에 새로이 들어서는 우정과 사랑에 대하여 젊은것들이 건방지게 주책이라고 말할 주제가 되어서는 안된다.,10,0,0,2018-04-14 23:10:00,0
193,임보아(by_b****),마음이 따스했다 다시 먹먹하고. 배우분들의 표정 하나하나 마음에 깊이 와닿는 영화,10,0,0,2018-03-09 02:32:00,0
194,LP(ogr5****),연륜있는 배우들의 먹먹하고 진한 연기.,6,0,0,2018-02-25 21:46:00,0
195,B형(eodl****),인생 최고의 영화입니다♡,10,0,0,2018-02-01 12:05:00,0
196,호박(moon****),원작을 정말 잘 살렸어요 진짜 잘 만들었고 캐스팅도 기가막힘. 강풀님 작품을 영화화 해서 만족 스러웠던게 별로 없었는데 이웃사람만 그나마 좀..안 보신 분들은 꼭 한 번 보시길 바랍니다전 아직도 가끔 봅니다,10,0,0,2018-01-17 09:57:00,0
197,이덕춘(soci****),초고의 영화입니다!!!,10,0,0,2018-01-13 13:42:00,0
198,spdi(qo57****),아직 학생이지만 저도 나이 들어서는 영화 속 할아버지 할머니처럼 늙고싶네요 정말 감동적이예요ㅜㅜ,10,0,0,2018-01-13 01:50:00,0
199,aaa(song****),난 왜 먼저돌아가신 만석할아버지 아내가 제일 안쓰러울까..ㅠㅠ,10,0,0,2018-01-09 02:46:00,0
200,금나와라뚝딱(gyu1****),잔잔하지만 묵직한 영화,10,0,0,2018-01-04 08:42:00,0
201,chae(ali1****),한번쯤은봐야할최고의명작,10,0,0,2017-12-26 18:09:00,0
202,뿌니2(rkdu****),너무 감동적이이에요 정말 ㅠㅠ,10,0,0,2017-12-23 14:34:00,0
203,린(johl****),진짜슬프다 내 황혼을 생각하게 되는 영화.. 돌아가신 할머니가 보고싶어지는 영화..,10,0,0,2017-11-30 11:59:00,0
204,까마쿠나(inth****),강풀 원작 만화의 감동을 백퍼센트 스크린으로 옮겨 놓은 듯. 군더더기 하나 없이 베태랑 연기자들의 깊이 있는 내면 연기만으로 감동은 몇 배 더 커진다. 말이 필요 없다.  과연 노익장 연기의 힘! 그리고 원작의 파워...,10,0,0,2017-11-23 23:51:00,0
205,Jinny(wayl****),가슴이 먹먹해졌다. 아름답고 슬픈 이야기...,10,0,0,2017-11-18 21:40:00,0
206,도린곁(hip_****),"왠만하면 울지 않는데, 울면서 봄. 정말 재밌었어요!!",10,0,0,2017-10-08 04:38:00,0
207,levoyage(hmhm****),최고 무조건 봐야함 첨부터 끝까지 너무 좋아요 모든 내용 흐름 대사 연기 완벽합니다,10,0,0,2017-10-04 02:15:00,0
208,다찌마리(ckdr****),내가 노인이 되어있을때  난 어떻게 생활하고있을까..,10,0,0,2017-09-29 19:36:00,0
209,시리우스(soqu****),"언젠가 맞이하게 될, 아름다운 순간",7,0,0,2017-09-16 15:23:00,0
210,zrlr****,좋은 내용. 그럴듯한 공감에 봇물터지는 슬픔,9,0,0,2017-08-17 02:19:00,0
211,조현채(j944****),굿굿굿굿구수굿구수굿,10,0,0,2017-08-14 19:14:00,0
212,상어가죽(kara****),노년연기자들이 제대로 보여준 연기....노인문제도 살짝 살짝 건드려주고 좋은데 마지막에 만화원작의 한계를 못벗어남...,8,0,0,2017-07-29 12:19:00,0
213,안궁(fbdh****),원작을 영화화 시킨 것중 단연 최고작품..,10,0,0,2017-07-27 00:14:00,0
214,이서연(happ****),이렇게 울어본 적 처음이다 그냥 흐느껴 울었다,10,0,0,2017-07-26 23:45:00,0
215,ㅎㅎ(hh2z****),마음이 따뜻해지는 영화네요,10,0,0,2017-07-20 00:05:00,0
216,민아(mina****),인생영화요 정말 많은 것을 생각나게 해주는 영화,10,0,0,2017-07-12 01:17:00,0
217,장유진(jang****),매번 보며 매번 눈물 흘리는 이야기. 내 삶에 대해서도 늘 생각하게 만들어주네요. 늘 행복했으면 좋겠습니다.,10,0,0,2017-05-13 23:53:00,0
218,현수막(dlag****),현실적이고 차가운 현대사회 사람들의 모습을 보여주면서 한편으론 안타깝고 그러면서도 마음한구석이 따뜻해지는 영화,10,0,0,2017-04-15 00:53:00,0
219,하늘색꿈(lawh****),더할나위 없이 좋았습니다.,10,0,0,2017-02-20 14:28:00,0
220,netn****,송지효누나보고싶어요.많이보고싶어요.서울에왔어팬사인회열려주세요 .부탁입니다,10,0,0,2017-02-16 20:19:00,0
221,Jian Ryou(jryo****),최고의 영화입니다. 꼭 보세여ㅠ,10,0,0,2017-01-01 03:23:00,0
222,chri****,이순재님의 연기는 정말 말이 필요없네요..네분다 기억에 남아요,9,0,0,2016-12-31 03:08:00,0
223,gem9****,정말 잘봤습니다 가슴이 먹먹해서 다른건 안떠오르네요..,10,0,0,2016-12-26 00:59:00,0
224,TRAVELMAKER 씁(trav****),몇년만에 다시 본 영화인데 여전히 감동이네요~ 하늘에 계신 할아버지도 생각나고 정말 고마운 영화입니다.,10,0,0,2016-12-23 22:46:00,0
225,다윤공주맘(yes7****),엄청 울었어요! 사람냄새나고 따뜻하고 고마웠습니다!이순재할아버지 짱!! 다른 어르신 연기자들도 정말 좋았습니다! 남편미울때 봐서 더 울컥했어요,10,0,0,2016-12-20 23:08:00,0
226,newk****,언제봐도 감동적인 영화에요,10,0,0,2016-12-16 17:09:00,0
227,mice김성연(mice****),2016 우연히 보게된 최고의 영화!나의 부모님을 생각하게 하고 지금의 나의 모습과 다가올 날들에 대해 가슴으로 이야기해보는 시간이다.감동의 여운이 한참을 자리에서 일어서지 못하게 한다.많은사람들이 이영화와 함께 하...,10,0,0,2016-12-16 14:14:00,0
228,JS(wand****),눈물이 나서 혼났네요. 나이가 들어도 사랑할수 있고 나이가 들어서 헤어짐이 가까워지는...최고에요ㅠ,10,0,0,2016-11-28 07:39:00,0
229,김찬혁(cabi****),사랑에는 나이제한이 없다는 것을 증명해 준 영화.,10,0,0,2016-11-13 17:30:00,0
230,히히(tom9****),마음이 따뜻해지는 영화,10,0,0,2016-11-13 15:20:00,0
231,Danny Seong(whun****),강풀만화되로~!!! 영화는 영화대로~~ 정말 매력있는 작품!!,10,0,0,2016-09-21 21:55:00,0
232,sm20****,"찌릿한  영화 , 훈훈한 영화",10,0,0,2016-09-21 00:09:00,0
233,검은고양(wlsd****),보는내내 이유는 모르겠지만 왠지 먹먹하고 한편으로는 가슴깊숙히 따뜻해지는 영화였다 연륜있는배우분들 덕분에 편안하게 물흐르듯 몰입할 수 있었고 역시라는 말밖에 안나왔던 것 같다 간간히 웃음포인트도 있었고 정말 기분좋은...,10,0,0,2016-08-12 00:25:00,0
234,고맙습니다(hr03****),이순재.... 말이 필요없다,10,0,0,2016-08-04 23:34:00,0
235,힝힝(rma6****),만화로도보고 영화로도 봤지만 정말 명작! 군봉이할아버지 너무가슴아프고 연기자분들 덕에 몰입도 최고ㅜㅜ,10,0,0,2016-08-01 03:28:00,0
236,트루디(tru_****),세번째 보는데 볼때마다 항상 너무나 좋네요..,10,0,0,2016-08-01 01:55:00,0
237,호이(tlan****),연탄 그때 울먹울먹 너무감동,10,0,0,2016-07-29 00:08:00,0
238,미니(anst****),말이 필요없음 짱임 꼭보세요,10,0,0,2016-07-27 07:33:00,0
239,신여성꼬부기(shyj****),처음부터 끝까지 마음이 꽉차고 따뜻해지면서 어딘가모르게 그냥 찡하네요 너무나 감동적이게 봤고요 .. 나중에 또 보고싶네요 ...,10,0,0,2016-07-14 23:35:00,0
240,d192hd21d(rlak****),여러 많은 장면이  감동적이었지만 까막눈이란거 알고나서 두번째 그림편지에 송이뿐할머니가 크게 웃는데서 할머니가 웃는것만으로도 저도 너무 행복하고 기뻐서 눈물이 났네요,10,0,0,2016-07-03 20:37:00,0
241,이브(japo****),웹툰이 원작이라는데 너무 좋습니다,10,0,0,2016-07-01 19:00:00,0
242,kimb****,진짜 마음이 따스해지면서 따스한 눈물이 흐릅니다.이 영화를 만들어 주셔서 정말 감사합니다.,10,0,0,2016-06-28 05:14:00,0
243,dolc****,저도 저렇게 늙고싶다는 생각을 많이.했습니다,10,0,0,2016-06-26 08:05:00,0
244,roy(toto****),계속 눈물펑펑 입니다ㅠㅠ,10,0,0,2016-06-14 22:57:00,0
245,뽀메(sel5****),사랑은부질없다생각한저에게벅찬감동과뜨거운가슴을선물해준아름다운러브스토리그대를사랑합니다를보고 사랑을안할사람이누가있을까요사랑하기에살아있음을느끼며우리모두사랑하며살자구요서로의심없이서로만을 의지하며정말사랑스런영화강추감독님을사랑합...,10,0,0,2016-06-02 01:41:00,0
246,GeorgeJung(benn****),한국식 신파가 아니라 참 좋다.,10,0,0,2016-06-01 18:51:00,0
247,간팜(rksv****),최고의 영화였습니다 이순재할아버지 연기는 역시,10,0,0,2016-05-28 21:38:00,0
248,양윤정(biga****),정말 처음부터 끝까지 울려나했는데정말 처음부터 끝까지 울었어요...말로 표현하기힘든 아름다움이네요 ㅠㅠ,10,0,0,2016-05-26 14:34:00,0
249,이정환(shlt****),최고다 정말 최고최고 굳굳굳,10,0,0,2016-05-20 14:18:00,0
250,마블의 세상(kiss****),죽음 마저도 갈라 놓지 못한 황혼의 로맨스 드라마 주연 이순제와 윤소정의 실전적인 연기가 나를 설득시켜 눈물샘을 자극한다,10,0,0,2016-05-16 20:32:00,0
251,마을(abgw****),순정의 로맨스 부모님은 마지막까지도 자식이란걸 가르쳐 준 영화입니다.,10,0,0,2016-05-13 10:41:00,0
252,cranberries(nuno****),우린 가족에서 다시 부부가되었다라는 대사에 깊은공감..그렇게 우리모두는 늙어간다.,9,0,0,2016-05-13 10:11:00,0
253,뇽뇽(yegi****),너무 감동입니다 처음부터 끝날때까지 보는내내 눈물이 멈추지 않았습니다,10,0,0,2016-05-08 20:56:00,0
254,예가체프쪼앗(skyy****),몇년이 지나도 계속 생각나는 영화입니다 곧 다시 보려구요,10,0,0,2016-05-04 15:25:00,0
255,wjddls95(st41****),인생영화.지금까지 본 수많은 영화중 가장 영화다운 영화.왜 이제서야 봤는지 한심스러울 정도로 따뜻하고 행복하며 감동적이고 아름답다.절대 잊지못할 마음에 품은 영화.,10,0,0,2016-04-27 04:18:00,0
256,천상(y2kz****),이런 명작에 헛소리 지껄이는애들 다 아구창을 날려버리고 싶다,10,0,0,2016-04-23 10:38:00,0
257,아니야(omy8****),사랑하기 때문에 그대를 사랑하기 때문에,10,0,0,2016-04-22 19:28:00,0
258,봉봉이(tjdr****),ost만 들어도 눈물나 ㅠㅠ,10,0,0,2016-04-12 01:16:00,0
259,anis(hayo****),한번 생각하면서 봐주시길 바랍니다.,10,0,0,2016-03-24 00:38:00,0
260,먹소(dus1****),이건 너무슬퍼요 어르신들의사랑에떠나서 모두공감할수잇는거아닌가요?..,9,0,0,2016-03-23 00:36:00,0
261,콩알천사(bada****),웃다가 울다가를 여러번 반복하고 봤던 영화입니다. 영화를 예쁘게 만들어주셔서 감사합니다.,10,0,0,2016-03-21 20:41:00,0
262,치하(sano****),인생의 종착점....,10,0,0,2016-03-11 03:11:00,0
263,네코마타(jsp2****),새벽 2시. 지금보고있는데 하아 ㅜㅜ 이거 왜 지금 봄,10,0,0,2016-03-11 02:10:00,0
264,이수영(tesl****),개봉한지5년이지난 지금까지 10번도넘게본최초의영화!! 무슨말이필요있나요~ 진정 최고의영화!,10,0,0,2016-03-08 23:38:00,0
265,신은정(juin****),강풀원작중 가장 영화화가 잘된거 같음.. 암튼 인생영화,10,0,0,2016-03-03 12:59:00,0
266,Eon(kim4****),단지 할머니 할아버지 영화라서 쓰레기라는 놈들은 늙어서 자식도 없이 외롭게 찌들어서 천천히 죽어가길 원함,10,0,0,2016-02-29 02:26:00,0
267,뿡뿡s(abwj****),재밌고 따뜻한 영화네요,10,0,0,2016-02-21 00:19:00,0
268,psp2****,"아 좋은영화네요.이런영화를 외면하다니,",9,0,0,2016-01-29 23:17:00,0
269,고소미(koum****),감동과 깊은 여운을 준 영화입니다... 사는 일에 대해 숙연한 자세로 돌아보게 하는~,10,0,0,2016-01-24 16:30:00,0
270,최종혁(moun****),지효누나 파이팅!!♡♡♡,10,0,0,2016-01-13 23:48:00,0
271,기곰천사(lsh5****),가슴이 따뜻해지는 드라마,10,0,0,2016-01-12 10:09:00,0
272,누룽지(yhh8****),눈물날라는거눈치보면서참음,10,0,0,2016-01-11 00:41:00,0
273,alsr****,영화보고 처음으로울었어요ㅠㅠ 연기자분들 모두건강하세요,10,0,0,2016-01-01 03:37:00,0
274,Summerk(hyer****),아름답다. 사랑스럽다. 마음이 따뜻해졌다♡,10,0,0,2015-12-28 01:58:00,0
275,twee****,너무나 슬프고도 마음 따뜻해지는 영화였습니다. 눈물을 참을수없었어요. 주인공 네분 선생님들 너무나 고맙습니다^^,10,0,0,2015-12-27 10:15:00,0
276,아무거나(hjy9****),너무 울어서 눈이 안떠져요감동적이고 아름다운 영화였습니다,10,0,0,2015-12-22 05:07:00,0
277,푸른불(adiv****),마지막에 많이 슬퍼서 눈물났다..,9,0,0,2015-12-16 08:08:00,0
278,유나짱(marc****),많은걸  생각하게  해주는 영화입니다.,9,0,0,2015-12-08 22:48:00,0
279,lje6****,슬픈영화봐도 잘 안우는편인데 이건 정말 코미디와 감동그리고 슬픔까지 최고의 영화같아요. 10점주고 갈게요2년전 본 영화지만 쵝오!,10,0,0,2015-12-08 13:01:00,0
280,미그루(rhkg****),좋은영화니까 별점 10점,10,0,0,2015-12-06 21:39:00,0
281,wanna(mick****),봐도 봐도 눈물이 난다.,10,0,0,2015-11-29 02:52:00,0
282,10자(tman****),우리할머니 생각나서 너무슬프다.. 눈물참아보려해도 나오는영화,10,0,0,2015-11-25 19:24:00,0
283,ㄴ(jean****),학교에서 70명이 단체로 봤는데 정말 다들 울만큼.. 우리나라 노인문제와 그에따른 사람들이 노인을 바라보는 시선에대해 느꼇던 영화였습니다. 정말 감동적인 영화였습니다.,10,0,0,2015-11-23 22:16:00,0
284,키트캐트(yshb****),겨울이 되면 항상 생각날것같습니다..,7,0,0,2015-11-23 17:11:00,0
285,yeil****,이미 캐스팅이 블록버스터네. 이 영화가 감동인건. 연출을 잘해서도. 글을 잘써서도 있겠지만. 무엇보다 픽션이 아니기때문에 와닿을수 있는 것이다.,10,0,0,2015-11-17 14:04:00,0
286,BUZZ흥해라(chud****),정말 너무슬퍼요ㅠㅠ제가 태어나서 이렇게 진심으로 눈물을 만들어내는 영화는 처음봅니다.이런 영화를 보게해주셔서 정말 감사합니다...,10,0,0,2015-11-08 15:35:00,0
287,방긋(tig0****),계속 눈물이..ㅜㅠㅜ,10,0,0,2015-10-26 23:12:00,0
288,아잉(sint****),영화보면서 평점 작성은 처음 하는 듯..나도 늙어서 영화처럼 사랑 받고 사랑하고 싶게 만드는 영화보는 내내 생각이 많아지고 가슴이 먹먹해지는...이 영화를 왜 지금 처음 봤을까 싶다.올해 본 최고의 영화.,10,0,0,2015-10-25 23:25:00,0
289,ㅇl수경입ㄴl다(alcl****),ㅠㅠ가슴이 뭉클하네요 ㅠ,10,0,0,2015-09-29 23:49:00,0
290,지우개(cozy****),마음이 따뜻해지는영화,9,0,0,2015-09-22 00:36:00,0
